totalProteinIdealValue,totalLipidIdealValue,totalCaloriesIdealValue,firstMealProteinFoodTotalGrams,firstMealProteinFoodTotalKcal,firstMealLipidFoodTotalGrams,firstMealLipidFoodTotalKcal,firstMealCarboFoodTotalGrams,firstMealCarboFoodTotalKcal,secondMealProteinFoodTotalGrams,secondMealProteinFoodTotalKcal,secondMealLipidFoodTotalGrams,secondMealLipidFoodTotalKcal,secondMealCarboFoodTotalGrams,secondMealCarboFoodTotalKcal,thirdMealProteinFoodTotalGrams,thirdMealProteinFoodTotalKcal,thirdMealLipidFoodTotalGrams,thirdMealLipidFoodTotalKcal,thirdMealCarboFoodTotalGrams,thirdMealCarboFoodTotalKcal,fourthMealProteinFoodTotalGrams,fourthMealProteinFoodTotalKcal,fourthMealLipidFoodTotalGrams,fourthMealLipidFoodTotalKcal,fourthMealCarboFoodTotalGrams,fourthMealCarboFoodTotalKcal,totalProteinCalculated,totalLipidCalculated,totalCaloriesCalculated
129.6,72,1865.23025,68,148.69906799999998,16,96.92497486672305,167,128.18854954073677,111,258.5005703000004,15,90.86716393755286,164,210.34391649333392,75,122.15607250973551,13,114.92,264,136.19357831975464,109,238.35585899999995,11,97.24,291,223.3704665649964,130.4190910153442,72.97716666666648,1865.7602195328288
132.0,66,1641.953,99,210.296196,3,26.52,74,92.765105,134,284.64333600000003,11,62.71843891517809,114,146.21467366000041,82,179.31358199999997,6,53.04,77,96.5258525,125,265.5255,10,57.0167626501619,131,168.0186162233338,133.0238179732157,66.11596333333318,1642.598062948677
131.1,69,2433.2312,65,142.13881499999997,7,61.879999999999995,229,282.89490382500003,108,229.41403200000002,8,70.72,116,430.50223113043444,66,153.70304180000022,5,44.2,78,289.47563817391284,81,172.06052400000002,16,96.92497486672305,125,463.9032663043475,132.15171842657378,69.43353666666654,2437.817427100413
286.0,130,3506.7044,195,414.21978,4,35.36,68,252.36337686956503,234,381.1269462303748,59,357.4108448210412,251,314.6492075,171,278.515845322197,21,185.64,192,237.1869936,175,383.7037166666673,46,262.27710819074474,109,404.523648217391,288.19209711355103,129.98720333333324,3506.9774674179816
133.20000000000002,74,2157.307625,67,156.0318757666669,14,79.82346771022667,54,200.4062110434781,108,251.51406840000038,13,78.75154207921247,257,317.484673725,57,92.83861510739898,24,145.38746230008456,157,193.949781225,90,146.5872870116826,32,193.8499497334461,392,300.89767317346593,134.04283874218356,74.56071999999995,2157.5226072756664
203.70000000000002,97,2436.270375,129,210.10844471674508,16,141.44,177,135.8645105910803,161,353.0074193333339,18,159.12,425,219.25102570415046,106,231.79560599999996,19,115.09840765423363,273,140.836541217019,193,409.97137200000003,8,48.462487433361524,220,271.7767635,205.2522778090635,97.2941700000001,2436.7325781499135
138.60000000000002,63,2454.93805,95,201.79938,5,28.50838132508095,340,260.98267571167963,94,206.10371066666698,11,97.24,351,433.607472675,54,118.4000040000002,16,96.92497486672305,215,275.7557441833341,91,199.525932666667,19,108.33184903530761,558,428.3186266091684,139.4582903183241,63.37741999999999,2455.4987517396357
185.60000000000002,116,3160.4789,106,225.165624,21,119.73520156533999,233,287.836299525,168,356.86627200000004,15,132.6,124,460.1920401739127,100,218.67509999999996,14,123.75999999999999,226,289.86417760666745,124,201.96470654942937,56,339.2374120335307,323,404.9071475,186.97864489013588,117.1051433333331,3160.8039809538764
186.2,98,3000.5770000000007,74,162.2518573333336,24,145.38746230008456,237,292.777695225,133,291.6148246666671,20,176.8,837,431.7955494455857,89,195.14074733333365,28,159.64693542045333,196,245.70217,135,295.21138499999995,28,169.61870601676534,567,435.22699155447754,187.4981815348305,98.15229999999997,3001.1743242956836
231.79999999999998,122,4557.3115,83,181.98519133333363,33,199.90776066261628,413,529.7075458033348,116,254.34074933333375,53,321.0639792460201,1543,796.0101944976568,82,179.79259866666695,30,181.73432787510572,446,550.96562055,156,254.08463082024986,61,347.8022521659876,990,759.9201439840084,233.60876172181025,122.57502666666993,4557.314994938227
105.60000000000001,66,2974.8488750000006,37,81.1259286666668,10,88.4,332,425.81817241333454,28,61.22902799999999,33,188.1553167455343,174,645.7533466956517,66,140.19746400000002,10,60.57810929170191,315,394.8784875,21,45.92177099999999,32,182.4536404805181,178,660.5982512173908,106.40769710084714,66.03770666666617,2975.1095160107907
279.40000000000003,127,3650.848850000001,189,440.14961970000064,3,26.52,344,264.05306013181706,311,660.6274440000001,8,45.61341012012952,311,389.86415750000003,163,379.5999365666672,11,62.71843891517809,78,289.47563817391284,243,531.3804929999999,16,141.44,335,419.95013750000004,281.61825515555086,128.91458999999952,3651.392335607705
280.59999999999997,122,2376.1996,157,344.2370486666672,13,114.92,13,16.2965725,316,671.248464,4,24.231243716680762,14,17.956187993333383,166,363.00066599999997,16,96.92497486672305,16,20.521357706666723,257,418.588141800027,29,256.36,29,37.19496084333343,281.3809553647392,121.86131333333344,2381.479618093432
210.89999999999998,111,2898.4013499999996,128,271.898112,14,84.80935300838267,61,226.38479395652158,151,245.94089265293417,62,353.50392843100377,524,270.32361757405846,159,337.748436,5,44.2,158,198.066035,168,391.2441064000006,18,109.04059672506342,296,365.6632818,212.5598957226564,111.46379999999913,2898.8231535479513
226.60000000000002,103,2808.8851999999997,104,228.0296373333337,23,139.32965137091438,158,195.18513015000002,159,348.62223400000056,41,233.7687268656638,203,260.36472590333403,155,329.25162000000006,7,42.404676504191336,149,191.10514364333386,218,507.6858047333341,4,35.36,238,298.352635,228.04543765354896,104.5841499999996,2809.4599855040983
132.0,60,1485.3764000000003,68,110.75483907549352,18,109.04059672506342,63,77.826982275,121,197.07846364903995,15,132.6,225,116.07407243160907,75,164.00632499999998,10,60.57810929170191,95,72.92162997826344,138,293.140152,3,18.17343278751057,107,134.1333275,133.03408668201106,60.483743333333344,1486.3279307136813
264.5,115,3363.0927750000005,144,234.53965921869218,40,228.0670506006476,274,210.32133277941244,229,500.7659789999999,14,123.75999999999999,300,384.77545700000104,150,244.31214501947102,18,159.12,73,270.9195075217389,160,350.8148266666672,40,242.31243716680763,802,413.73958262289096,266.46717841621285,115.37310666666738,3363.447977596287
162.0,81,3201.1447250000006,81,131.92855831051435,13,114.92,307,393.75355099666774,119,277.13124203333376,17,102.98278579589324,453,581.0109400700017,88,186.92995200000001,13,74.12179144521048,296,379.6451175733344,146,310.13378400000005,16,91.22682024025904,727,558.0423683599738,163.12797531986485,81.02265333333253,3201.8269108251898
168.0,84,3646.9662,80,130.2998106770512,31,176.75196421550189,551,422.94545387392793,116,253.66311599999997,14,123.75999999999999,559,716.9649348766686,76,123.78482014319864,15,132.6,917,473.0663307546023,120,254.90448000000004,5,44.2,643,794.3293587750001,169.3664457064938,84.8998799999998,3647.2702693159436
86.4,54,2588.4204,32,69.97603199999999,8,70.72,294,377.079947860001,39,85.51111400000013,11,97.24,481,594.202832925,43,100.13986056666681,10,60.57810929170191,466,357.699784946008,16,37.26134346666672,19,108.33184903530761,170,630.9084421739126,87.18467333791597,54.081439999999816,2589.6493162652646
228.0,120,2721.1745000000005,136,297.39813599999997,12,106.08,110,141.08433423333372,232,492.815328,20,121.15621858340381,161,206.49616192333391,125,273.34387499999997,24,145.38746230008456,164,125.88576122563371,240,509.80896000000007,9,79.56,178,223.137685,229.2778924357594,120.82431000000041,2722.153922265785
127.60000000000001,58,1856.4755,70,163.0183776666669,5,30.289054645850953,48,178.13885426086944,136,288.891744,5,28.50838132508095,313,240.25758087575215,60,131.5555600000002,7,61.879999999999995,48,178.13885426086944,99,217.06667400000035,10,88.4,200,250.7165,128.6008367947798,59.01441333333318,1856.8615810350875
190.8,106,3840.3372,98,208.17199200000002,13,78.75154207921247,390,481.78608075,170,361.11468,13,114.92,531,681.0525588900019,90,209.5950570000003,13,78.75154207921247,389,480.550731825,83,135.18605357744062,55,313.59219457589046,188,697.7105125217386,192.2603581274775,106.61858333333444,3841.1829452985075
84.80000000000001,53,2080.6952,32,70.16296533333345,8,70.72,223,275.482810275,40,87.7037066666668,12,106.08,116,430.50223113043444,57,121.07962800000001,5,44.2,327,251.00392634623307,46,100.59054599999999,9,79.56,860,443.660899071928,85.43615402173889,53.61751333333331,2080.746712823585
105.8,46,2304.9013999999997,69,160.68954370000026,1,6.0578109291701905,235,294.5918875,82,174.184728,1,8.84,412,508.9637571,40,65.1499053385256,16,91.22682024025904,238,305.25519588666754,49,79.80863403969387,26,148.24358289042095,896,462.23275066098546,106.46874058133585,46.38893666666659,2305.244616285713
171.0,90,3550.136699999999,103,225.23535299999998,9,79.56,324,406.16073,120,279.4600760000004,22,133.2718404417442,509,652.8356920433351,59,129.36296733333353,26,148.24358289042095,351,433.607472675,135,295.21138499999995,11,97.24,873,670.1113996949892,172.40077280773366,90.24057666666616,3550.3004990788268
100.80000000000001,63,2103.0922750000004,42,89.21656800000001,16,91.22682024025904,65,241.22969847826067,99,210.296196,14,84.80935300838267,268,335.96011,30,48.862429003894206,21,127.214029512574,66,244.94092460869547,94,218.910392866667,7,61.879999999999995,279,349.7495175,101.5606911760288,64.25855666666634,2104.29603921873
115.5,55,2653.768375,54,87.95237220700956,17,102.98278579589324,443,340.0450745302179,64,104.23984854164097,13,114.92,156,578.9512763478257,42,89.21656800000001,10,60.57810929170191,103,382.2562914347823,50,109.62963333333352,24,136.84023036038857,426,546.3811489400015,116.27207326603107,55.378703333332865,2653.9933387827796
165.0,75,2118.076125,87,190.24733699999996,14,79.82346771022667,125,154.418615625,136,298.19260266666714,13,114.92,290,222.60287045996205,94,205.55459399999998,7,61.879999999999995,303,156.3130842079002,156,363.29809880000056,4,24.231243716680762,197,246.95575250000002,166.19873529953628,75.54075999999989,2118.437666686438
147.6,82,3245.72895,79,173.21482066666695,11,97.24,303,379.83549750000003,86,188.06058599999997,15,132.6,176,653.1757989565212,50,81.437381673157,33,188.1553167455343,736,379.6911880429523,97,206.04778800000003,24,136.84023036038857,491,629.7491646233351,148.66458870576815,82.30396333333276,3246.0477725685287
136.8,76,2509.0175500000005,57,92.83861510739898,29,165.3486116854695,190,243.69112276666735,98,159.61726807938774,19,167.96,115,426.7910049999997,44,96.47407733333348,21,127.214029512574,75,278.34195978260846,78,170.56657799999996,26,157.50308415842494,332,425.81817241333454,137.91301583074147,76.51340999999957,2512.1645238391943
231.0,110,2224.1032,116,254.34074933333375,25,151.44527322925475,32,40.11464,260,552.29304,5,44.2,58,71.65023765000001,171,363.23888400000004,7,42.404676504191336,55,42.21778577688936,160,350.8148266666672,43,245.1720793956962,129,66.5491348607892,232.79503310334212,110.12803333333318,2224.4413274168223
277.20000000000005,126,4793.281775,155,338.94640499999997,24,136.84023036038857,386,483.88284500000003,199,463.43795936666737,21,127.214029512574,229,849.8707838695645,169,369.56091899999996,10,88.4,400,501.433,163,265.48586425449184,54,327.1217901751903,656,841.3756659733357,279.51904658923326,126.32286666666818,4793.569492512229
129.2,76,3119.8343999999997,69,151.28889400000025,10,88.4,307,384.8498275,82,133.5573059439775,21,185.64,1196,616.9981805697976,37,81.1259286666668,20,121.15621858340381,342,422.48933235000004,118,274.80240806666706,5,44.2,491,615.5090075,130.14864269807097,77.10649333333293,3120.017103180468
232.29999999999998,101,3132.685,104,228.0296373333337,22,133.2718404417442,215,265.600018875,178,390.2814946666673,17,150.28,312,400.1664752800011,120,262.41011999999995,18,102.63017277029142,212,261.8939721,142,311.3481586666672,28,169.61870601676534,371,458.314451175,234.164459198414,102.70743999999989,3133.845047325479
223.1,97,2557.082,132,214.9946876171345,15,132.6,45,167.00517586956508,195,426.41644499999995,25,142.54190662540475,159,199.31961750000002,119,260.22336899999993,18,102.63017277029142,41,152.16027134782598,160,260.5996213541024,49,279.38213698579335,178,219.89210865,224.71863048238646,98.16816999999983,2557.765512720125
100.80000000000001,63,2943.9923750000003,41,66.77865297198875,24,136.84023036038857,502,385.3332447272447,38,83.09653799999998,27,163.56089508759516,497,637.4446737633351,19,41.65926066666673,25,142.54190662540475,785,404.96954159472494,46,100.59054599999999,15,132.6,1258,648.9830360842853,101.60513913545526,63.98774666666645,2944.3985258815883
201.60000000000002,126,3190.6099999999997,88,192.94815466666697,35,212.02338252095666,304,233.349215930443,160,372.6134346666672,41,233.7687268656638,682,351.83341065936617,91,198.99434099999996,29,175.67651694593553,214,264.36466995,115,187.3059778482611,59,357.4108448210412,333,411.371192025,203.21406053291372,128.48049333333273,3191.6598678999862
129.8,59,1676.0988750000004,96,203.923584,3,17.10502879504857,92,115.32959000000001,95,208.29630333333367,20,121.15621858340381,226,173.47671973776355,78,181.64904940000028,5,30.289054645850953,239,123.29645916068696,92,201.71852533333364,10,88.4,165,211.62650135000058,130.60464439257274,59.24801999999984,1676.2670343394238
