totalProteinIdealInAllMeals,proteinSourceFirstMealFirstFoodProteinCoeficient,proteinSourceFirstMealSecondFoodProteinCoeficient,proteinSourceFirstMealThirdFoodProteinCoeficient,proteinSourceFirstMealFirstFoodLipidCoeficient,proteinSourceFirstMealSecondFoodLipidCoeficient,proteinSourceFirstMealThirdFoodLipidCoeficient,proteinSourceFirstMealFirstFoodKcalCoeficient,proteinSourceFirstMealSecondFoodKcalCoeficient,proteinSourceFirstMealThirdFoodKcalCoeficient,proteinSourceSecondMealFirstFoodProteinCoeficient,proteinSourceSecondMealSecondFoodProteinCoeficient,proteinSourceSecondMealThirdFoodProteinCoeficient,proteinSourceSecondMealFirstFoodLipidCoeficient,proteinSourceSecondMealSecondFoodLipidCoeficient,proteinSourceSecondMealThirdFoodLipidCoeficient,proteinSourceSecondMealFirstFoodKcalCoeficient,proteinSourceSecondMealSecondFoodKcalCoeficient,proteinSourceSecondMealThirdFoodKcalCoeficient,proteinSourceThirdMealFirstFoodProteinCoeficient,proteinSourceThirdMealSecondFoodProteinCoeficient,proteinSourceThirdMealThirdFoodProteinCoeficient,proteinSourceThirdMealFirstFoodLipidCoeficient,proteinSourceThirdMealSecondFoodLipidCoeficient,proteinSourceThirdMealThirdFoodLipidCoeficient,proteinSourceThirdMealFirstFoodKcalCoeficient,proteinSourceThirdMealSecondFoodKcalCoeficient,proteinSourceThirdMealThirdFoodKcalCoeficient,proteinSourceFourthMealFirstFoodProteinCoeficient,proteinSourceFourthMealSecondFoodProteinCoeficient,proteinSourceFourthMealThirdFoodProteinCoeficient,proteinSourceFourthMealFirstFoodLipidCoeficient,proteinSourceFourthMealSecondFoodLipidCoeficient,proteinSourceFourthMealThirdFoodLipidCoeficient,proteinSourceFourthMealFirstFoodKcalCoeficient,proteinSourceFourthMealSecondFoodKcalCoeficient,proteinSourceFourthMealThirdFoodKcalCoeficient
208.0,29.175,22.4751801570257,1.16458333333333,12.0073333333333,53.9633333333333,0,232.883396666667,605.781092917019,51.5884766362707,31.46875,22.4751801570257,9.99565217391304,3.16,53.9633333333333,1.30333333333333,162.874763346314,605.781092917019,371.122613043478,35.9,0,0.575,7.31333333333333,100,0.298333333333333,219.259266666667,884,125.35825,26.6866666666667,22.4751801570257,2.58825,10.9166666666667,53.9633333333333,1.00033333333333,212.4204,605.781092917019,123.5348925
105.8,32.3833333333333,0,2.52081666666667,8.91333333333333,100,0.227,218.6751,884,128.258485666667,26.6866666666667,0,2.52081666666667,10.9166666666667,100,0.227,212.4204,884,128.258485666667,26.6866666666667,0,9.99565217391304,10.9166666666667,100,1.30333333333333,212.4204,884,371.122613043478,26.6866666666667,18.5093673327764,0.575,10.9166666666667,46.2796666666667,0.298333333333333,212.4204,570.167626501619,125.35825
120.0,31.46875,18.5093673327764,0.575,3.16,46.2796666666667,0.298333333333333,162.874763346314,570.167626501619,125.35825,26.6866666666667,18.5093673327764,1.16458333333333,10.9166666666667,46.2796666666667,0,212.4204,570.167626501619,51.5884766362707,29.175,22.4751801570257,0.575,12.0073333333333,53.9633333333333,0.298333333333333,232.883396666667,605.781092917019,125.35825,29.175,0,2.58825,12.0073333333333,100,1.00033333333333,232.883396666667,884,123.5348925
154.0,32.3833333333333,18.5093673327764,0.641666666666667,8.91333333333333,46.2796666666667,0.087666666666667,218.6751,570.167626501619,76.7596105034352,32.3833333333333,18.5093673327764,9.99565217391304,8.91333333333333,46.2796666666667,1.30333333333333,218.6751,570.167626501619,371.122613043478,29.175,22.4751801570257,0.641666666666667,12.0073333333333,53.9633333333333,0.087666666666667,232.883396666667,605.781092917019,76.7596105034352,29.175,22.4751801570257,0.641666666666667,12.0073333333333,53.9633333333333,0.087666666666667,232.883396666667,605.781092917019,76.7596105034352
229.89999999999998,26.6866666666667,0,0.641666666666667,10.9166666666667,100,0.087666666666667,212.4204,884,76.7596105034352,29.175,0,1.16458333333333,12.0073333333333,100,0,232.883396666667,884,51.5884766362707,31.46875,22.4751801570257,0.641666666666667,3.16,53.9633333333333,0.087666666666667,162.874763346314,605.781092917019,76.7596105034352,26.6866666666667,0,1.16458333333333,10.9166666666667,100,0,212.4204,884,51.5884766362707
246.40000000000003,32.3833333333333,18.5093673327764,0.575,8.91333333333333,46.2796666666667,0.298333333333333,218.6751,570.167626501619,125.35825,29.175,0,2.58825,12.0073333333333,100,1.00033333333333,232.883396666667,884,123.5348925,29.175,22.4751801570257,0.641666666666667,12.0073333333333,53.9633333333333,0.087666666666667,232.883396666667,605.781092917019,76.7596105034352,31.46875,0,2.58825,3.16,100,1.00033333333333,162.874763346314,884,123.5348925
217.6,29.175,18.5093673327764,0.641666666666667,12.0073333333333,46.2796666666667,0.087666666666667,232.883396666667,570.167626501619,76.7596105034352,32.3833333333333,22.4751801570257,1.16458333333333,8.91333333333333,53.9633333333333,0,218.6751,605.781092917019,51.5884766362707,35.9,18.5093673327764,2.52081666666667,7.31333333333333,46.2796666666667,0.227,219.259266666667,570.167626501619,128.258485666667,31.46875,22.4751801570257,0.641666666666667,3.16,53.9633333333333,0.087666666666667,162.874763346314,605.781092917019,76.7596105034352
190.89999999999998,31.46875,18.5093673327764,2.52081666666667,3.16,46.2796666666667,0.227,162.874763346314,570.167626501619,128.258485666667,35.9,18.5093673327764,2.52081666666667,7.31333333333333,46.2796666666667,0.227,219.259266666667,570.167626501619,128.258485666667,29.175,18.5093673327764,9.99565217391304,12.0073333333333,46.2796666666667,1.30333333333333,232.883396666667,570.167626501619,371.122613043478,31.46875,18.5093673327764,9.99565217391304,3.16,46.2796666666667,1.30333333333333,162.874763346314,570.167626501619,371.122613043478
305.9,26.6866666666667,0,1.16458333333333,10.9166666666667,100,0,212.4204,884,51.5884766362707,26.6866666666667,18.5093673327764,2.52081666666667,10.9166666666667,46.2796666666667,0.227,212.4204,570.167626501619,128.258485666667,32.3833333333333,0,0.575,8.91333333333333,100,0.298333333333333,218.6751,884,125.35825,29.175,18.5093673327764,2.58825,12.0073333333333,46.2796666666667,1.00033333333333,232.883396666667,570.167626501619,123.5348925
220.00000000000003,26.6866666666667,22.4751801570257,1.16458333333333,10.9166666666667,53.9633333333333,0,212.4204,605.781092917019,51.5884766362707,31.46875,0,0.575,3.16,100,0.298333333333333,162.874763346314,884,125.35825,32.3833333333333,22.4751801570257,1.16458333333333,8.91333333333333,53.9633333333333,0,218.6751,605.781092917019,51.5884766362707,32.3833333333333,0,1.16458333333333,8.91333333333333,100,0,218.6751,884,51.5884766362707
275.1,35.9,18.5093673327764,2.52081666666667,7.31333333333333,46.2796666666667,0.227,219.259266666667,570.167626501619,128.258485666667,29.175,22.4751801570257,2.58825,12.0073333333333,53.9633333333333,1.00033333333333,232.883396666667,605.781092917019,123.5348925,32.3833333333333,22.4751801570257,0.575,8.91333333333333,53.9633333333333,0.298333333333333,218.6751,605.781092917019,125.35825,31.46875,0,0.575,3.16,100,0.298333333333333,162.874763346314,884,125.35825
301.29999999999995,31.46875,0,0.641666666666667,3.16,100,0.087666666666667,162.874763346314,884,76.7596105034352,35.9,0,0.575,7.31333333333333,100,0.298333333333333,219.259266666667,884,125.35825,26.6866666666667,22.4751801570257,0.575,10.9166666666667,53.9633333333333,0.298333333333333,212.4204,605.781092917019,125.35825,29.175,18.5093673327764,0.641666666666667,12.0073333333333,46.2796666666667,0.087666666666667,232.883396666667,570.167626501619,76.7596105034352
319.7,29.175,0,0.575,12.0073333333333,100,0.298333333333333,232.883396666667,884,125.35825,26.6866666666667,22.4751801570257,2.58825,10.9166666666667,53.9633333333333,1.00033333333333,212.4204,605.781092917019,123.5348925,35.9,22.4751801570257,2.58825,7.31333333333333,53.9633333333333,1.00033333333333,219.259266666667,605.781092917019,123.5348925,32.3833333333333,18.5093673327764,0.641666666666667,8.91333333333333,46.2796666666667,0.087666666666667,218.6751,570.167626501619,76.7596105034352
198.0,35.9,22.4751801570257,2.52081666666667,7.31333333333333,53.9633333333333,0.227,219.259266666667,605.781092917019,128.258485666667,32.3833333333333,0,2.58825,8.91333333333333,100,1.00033333333333,218.6751,884,123.5348925,35.9,22.4751801570257,2.58825,7.31333333333333,53.9633333333333,1.00033333333333,219.259266666667,605.781092917019,123.5348925,26.6866666666667,0,2.52081666666667,10.9166666666667,100,0.227,212.4204,884,128.258485666667
76.5,35.9,22.4751801570257,2.52081666666667,7.31333333333333,53.9633333333333,0.227,219.259266666667,605.781092917019,128.258485666667,29.175,22.4751801570257,2.58825,12.0073333333333,53.9633333333333,1.00033333333333,232.883396666667,605.781092917019,123.5348925,32.3833333333333,0,0.641666666666667,8.91333333333333,100,0.087666666666667,218.6751,884,76.7596105034352,35.9,18.5093673327764,9.99565217391304,7.31333333333333,46.2796666666667,1.30333333333333,219.259266666667,570.167626501619,371.122613043478
140.8,26.6866666666667,0,0.641666666666667,10.9166666666667,100,0.087666666666667,212.4204,884,76.7596105034352,29.175,0,1.16458333333333,12.0073333333333,100,0,232.883396666667,884,51.5884766362707,32.3833333333333,18.5093673327764,1.16458333333333,8.91333333333333,46.2796666666667,0,218.6751,570.167626501619,51.5884766362707,31.46875,22.4751801570257,2.52081666666667,3.16,53.9633333333333,0.227,162.874763346314,605.781092917019,128.258485666667
190.4,35.9,22.4751801570257,1.16458333333333,7.31333333333333,53.9633333333333,0,219.259266666667,605.781092917019,51.5884766362707,26.6866666666667,18.5093673327764,0.575,10.9166666666667,46.2796666666667,0.298333333333333,212.4204,570.167626501619,125.35825,35.9,22.4751801570257,0.575,7.31333333333333,53.9633333333333,0.298333333333333,219.259266666667,605.781092917019,125.35825,26.6866666666667,0,9.99565217391304,10.9166666666667,100,1.30333333333333,212.4204,884,371.122613043478
131.1,29.175,18.5093673327764,2.52081666666667,12.0073333333333,46.2796666666667,0.227,232.883396666667,570.167626501619,128.258485666667,32.3833333333333,18.5093673327764,0.641666666666667,8.91333333333333,46.2796666666667,0.087666666666667,218.6751,570.167626501619,76.7596105034352,35.9,22.4751801570257,0.575,7.31333333333333,53.9633333333333,0.298333333333333,219.259266666667,605.781092917019,125.35825,31.46875,22.4751801570257,0.575,3.16,53.9633333333333,0.298333333333333,162.874763346314,605.781092917019,125.35825
201.60000000000002,26.6866666666667,22.4751801570257,1.16458333333333,10.9166666666667,53.9633333333333,0,212.4204,605.781092917019,51.5884766362707,31.46875,0,0.641666666666667,3.16,100,0.087666666666667,162.874763346314,884,76.7596105034352,26.6866666666667,22.4751801570257,2.58825,10.9166666666667,53.9633333333333,1.00033333333333,212.4204,605.781092917019,123.5348925,32.3833333333333,0,2.58825,8.91333333333333,100,1.00033333333333,218.6751,884,123.5348925
283.8,35.9,18.5093673327764,0.575,7.31333333333333,46.2796666666667,0.298333333333333,219.259266666667,570.167626501619,125.35825,32.3833333333333,22.4751801570257,0.641666666666667,8.91333333333333,53.9633333333333,0.087666666666667,218.6751,605.781092917019,76.7596105034352,31.46875,18.5093673327764,9.99565217391304,3.16,46.2796666666667,1.30333333333333,162.874763346314,570.167626501619,371.122613043478,32.3833333333333,22.4751801570257,2.58825,8.91333333333333,53.9633333333333,1.00033333333333,218.6751,605.781092917019,123.5348925
95.2,26.6866666666667,0,1.16458333333333,10.9166666666667,100,0,212.4204,884,51.5884766362707,29.175,18.5093673327764,0.641666666666667,12.0073333333333,46.2796666666667,0.087666666666667,232.883396666667,570.167626501619,76.7596105034352,29.175,22.4751801570257,1.16458333333333,12.0073333333333,53.9633333333333,0,232.883396666667,605.781092917019,51.5884766362707,29.175,22.4751801570257,9.99565217391304,12.0073333333333,53.9633333333333,1.30333333333333,232.883396666667,605.781092917019,371.122613043478
176.4,29.175,0,9.99565217391304,12.0073333333333,100,1.30333333333333,232.883396666667,884,371.122613043478,35.9,22.4751801570257,1.16458333333333,7.31333333333333,53.9633333333333,0,219.259266666667,605.781092917019,51.5884766362707,29.175,22.4751801570257,2.58825,12.0073333333333,53.9633333333333,1.00033333333333,232.883396666667,605.781092917019,123.5348925,32.3833333333333,22.4751801570257,0.641666666666667,8.91333333333333,53.9633333333333,0.087666666666667,218.6751,605.781092917019,76.7596105034352
247.8,31.46875,0,0.641666666666667,3.16,100,0.087666666666667,162.874763346314,884,76.7596105034352,26.6866666666667,22.4751801570257,0.641666666666667,10.9166666666667,53.9633333333333,0.087666666666667,212.4204,605.781092917019,76.7596105034352,31.46875,0,0.575,3.16,100,0.298333333333333,162.874763346314,884,125.35825,32.3833333333333,18.5093673327764,0.641666666666667,8.91333333333333,46.2796666666667,0.087666666666667,218.6751,570.167626501619,76.7596105034352
268.8,35.9,22.4751801570257,0.641666666666667,7.31333333333333,53.9633333333333,0.087666666666667,219.259266666667,605.781092917019,76.7596105034352,31.46875,18.5093673327764,2.52081666666667,3.16,46.2796666666667,0.227,162.874763346314,570.167626501619,128.258485666667,29.175,22.4751801570257,2.52081666666667,12.0073333333333,53.9633333333333,0.227,232.883396666667,605.781092917019,128.258485666667,31.46875,18.5093673327764,9.99565217391304,3.16,46.2796666666667,1.30333333333333,162.874763346314,570.167626501619,371.122613043478
170.2,31.46875,22.4751801570257,1.16458333333333,3.16,53.9633333333333,0,162.874763346314,605.781092917019,51.5884766362707,35.9,0,9.99565217391304,7.31333333333333,100,1.30333333333333,219.259266666667,884,371.122613043478,35.9,0,9.99565217391304,7.31333333333333,100,1.30333333333333,219.259266666667,884,371.122613043478,26.6866666666667,18.5093673327764,2.52081666666667,10.9166666666667,46.2796666666667,0.227,212.4204,570.167626501619,128.258485666667
294.4,31.46875,0,0.575,3.16,100,0.298333333333333,162.874763346314,884,125.35825,29.175,0,0.641666666666667,12.0073333333333,100,0.087666666666667,232.883396666667,884,76.7596105034352,26.6866666666667,0,0.641666666666667,10.9166666666667,100,0.087666666666667,212.4204,884,76.7596105034352,31.46875,22.4751801570257,0.641666666666667,3.16,53.9633333333333,0.087666666666667,162.874763346314,605.781092917019,76.7596105034352
133.20000000000002,31.46875,22.4751801570257,2.58825,3.16,53.9633333333333,1.00033333333333,162.874763346314,605.781092917019,123.5348925,35.9,22.4751801570257,1.16458333333333,7.31333333333333,53.9633333333333,0,219.259266666667,605.781092917019,51.5884766362707,29.175,18.5093673327764,0.641666666666667,12.0073333333333,46.2796666666667,0.087666666666667,232.883396666667,570.167626501619,76.7596105034352,35.9,22.4751801570257,9.99565217391304,7.31333333333333,53.9633333333333,1.30333333333333,219.259266666667,605.781092917019,371.122613043478
230.4,31.46875,22.4751801570257,9.99565217391304,3.16,53.9633333333333,1.30333333333333,162.874763346314,605.781092917019,371.122613043478,35.9,18.5093673327764,2.52081666666667,7.31333333333333,46.2796666666667,0.227,219.259266666667,570.167626501619,128.258485666667,32.3833333333333,18.5093673327764,0.575,8.91333333333333,46.2796666666667,0.298333333333333,218.6751,570.167626501619,125.35825,29.175,0,9.99565217391304,12.0073333333333,100,1.30333333333333,232.883396666667,884,371.122613043478
123.9,31.46875,22.4751801570257,0.641666666666667,3.16,53.9633333333333,0.087666666666667,162.874763346314,605.781092917019,76.7596105034352,32.3833333333333,18.5093673327764,2.58825,8.91333333333333,46.2796666666667,1.00033333333333,218.6751,570.167626501619,123.5348925,32.3833333333333,18.5093673327764,0.641666666666667,8.91333333333333,46.2796666666667,0.087666666666667,218.6751,570.167626501619,76.7596105034352,32.3833333333333,18.5093673327764,2.52081666666667,8.91333333333333,46.2796666666667,0.227,218.6751,570.167626501619,128.258485666667
121.60000000000001,31.46875,18.5093673327764,2.58825,3.16,46.2796666666667,1.00033333333333,162.874763346314,570.167626501619,123.5348925,32.3833333333333,18.5093673327764,2.52081666666667,8.91333333333333,46.2796666666667,0.227,218.6751,570.167626501619,128.258485666667,32.3833333333333,18.5093673327764,2.58825,8.91333333333333,46.2796666666667,1.00033333333333,218.6751,570.167626501619,123.5348925,29.175,22.4751801570257,0.641666666666667,12.0073333333333,53.9633333333333,0.087666666666667,232.883396666667,605.781092917019,76.7596105034352
155.79999999999998,35.9,18.5093673327764,9.99565217391304,7.31333333333333,46.2796666666667,1.30333333333333,219.259266666667,570.167626501619,371.122613043478,35.9,22.4751801570257,9.99565217391304,7.31333333333333,53.9633333333333,1.30333333333333,219.259266666667,605.781092917019,371.122613043478,26.6866666666667,0,0.641666666666667,10.9166666666667,100,0.087666666666667,212.4204,884,76.7596105034352,26.6866666666667,18.5093673327764,2.58825,10.9166666666667,46.2796666666667,1.00033333333333,212.4204,570.167626501619,123.5348925
153.3,32.3833333333333,22.4751801570257,0.575,8.91333333333333,53.9633333333333,0.298333333333333,218.6751,605.781092917019,125.35825,29.175,0,2.58825,12.0073333333333,100,1.00033333333333,232.883396666667,884,123.5348925,31.46875,18.5093673327764,9.99565217391304,3.16,46.2796666666667,1.30333333333333,162.874763346314,570.167626501619,371.122613043478,29.175,18.5093673327764,9.99565217391304,12.0073333333333,46.2796666666667,1.30333333333333,232.883396666667,570.167626501619,371.122613043478
235.6,29.175,18.5093673327764,1.16458333333333,12.0073333333333,46.2796666666667,0,232.883396666667,570.167626501619,51.5884766362707,26.6866666666667,22.4751801570257,2.58825,10.9166666666667,53.9633333333333,1.00033333333333,212.4204,605.781092917019,123.5348925,31.46875,22.4751801570257,9.99565217391304,3.16,53.9633333333333,1.30333333333333,162.874763346314,605.781092917019,371.122613043478,29.175,22.4751801570257,0.575,12.0073333333333,53.9633333333333,0.298333333333333,232.883396666667,605.781092917019,125.35825
78.4,31.46875,22.4751801570257,0.641666666666667,3.16,53.9633333333333,0.087666666666667,162.874763346314,605.781092917019,76.7596105034352,32.3833333333333,0,0.641666666666667,8.91333333333333,100,0.087666666666667,218.6751,884,76.7596105034352,32.3833333333333,0,0.641666666666667,8.91333333333333,100,0.087666666666667,218.6751,884,76.7596105034352,26.6866666666667,18.5093673327764,0.641666666666667,10.9166666666667,46.2796666666667,0.087666666666667,212.4204,570.167626501619,76.7596105034352
129.8,35.9,18.5093673327764,0.641666666666667,7.31333333333333,46.2796666666667,0.087666666666667,219.259266666667,570.167626501619,76.7596105034352,31.46875,22.4751801570257,1.16458333333333,3.16,53.9633333333333,0,162.874763346314,605.781092917019,51.5884766362707,29.175,0,1.16458333333333,12.0073333333333,100,0,232.883396666667,884,51.5884766362707,29.175,18.5093673327764,9.99565217391304,12.0073333333333,46.2796666666667,1.30333333333333,232.883396666667,570.167626501619,371.122613043478
180.5,32.3833333333333,0,2.52081666666667,8.91333333333333,100,0.227,218.6751,884,128.258485666667,26.6866666666667,0,0.575,10.9166666666667,100,0.298333333333333,212.4204,884,125.35825,35.9,22.4751801570257,2.52081666666667,7.31333333333333,53.9633333333333,0.227,219.259266666667,605.781092917019,128.258485666667,31.46875,0,1.16458333333333,3.16,100,0,162.874763346314,884,51.5884766362707
126.49999999999999,31.46875,18.5093673327764,0.575,3.16,46.2796666666667,0.298333333333333,162.874763346314,570.167626501619,125.35825,29.175,0,2.58825,12.0073333333333,100,1.00033333333333,232.883396666667,884,123.5348925,32.3833333333333,0,0.641666666666667,8.91333333333333,100,0.087666666666667,218.6751,884,76.7596105034352,29.175,18.5093673327764,9.99565217391304,12.0073333333333,46.2796666666667,1.30333333333333,232.883396666667,570.167626501619,371.122613043478
201.60000000000002,26.6866666666667,22.4751801570257,9.99565217391304,10.9166666666667,53.9633333333333,1.30333333333333,212.4204,605.781092917019,371.122613043478,32.3833333333333,18.5093673327764,2.52081666666667,8.91333333333333,46.2796666666667,0.227,218.6751,570.167626501619,128.258485666667,26.6866666666667,0,0.641666666666667,10.9166666666667,100,0.087666666666667,212.4204,884,76.7596105034352,32.3833333333333,18.5093673327764,9.99565217391304,8.91333333333333,46.2796666666667,1.30333333333333,218.6751,570.167626501619,371.122613043478
78.4,35.9,0,1.16458333333333,7.31333333333333,100,0,219.259266666667,884,51.5884766362707,29.175,22.4751801570257,0.575,12.0073333333333,53.9633333333333,0.298333333333333,232.883396666667,605.781092917019,125.35825,29.175,18.5093673327764,0.641666666666667,12.0073333333333,46.2796666666667,0.087666666666667,232.883396666667,570.167626501619,76.7596105034352,31.46875,22.4751801570257,1.16458333333333,3.16,53.9633333333333,0,162.874763346314,605.781092917019,51.5884766362707
279.40000000000003,32.3833333333333,18.5093673327764,0.575,8.91333333333333,46.2796666666667,0.298333333333333,218.6751,570.167626501619,125.35825,31.46875,18.5093673327764,2.52081666666667,3.16,46.2796666666667,0.227,162.874763346314,570.167626501619,128.258485666667,26.6866666666667,0,1.16458333333333,10.9166666666667,100,0,212.4204,884,51.5884766362707,26.6866666666667,0,2.58825,10.9166666666667,100,1.00033333333333,212.4204,884,123.5348925
105.0,31.46875,18.5093673327764,0.575,3.16,46.2796666666667,0.298333333333333,162.874763346314,570.167626501619,125.35825,29.175,22.4751801570257,2.52081666666667,12.0073333333333,53.9633333333333,0.227,232.883396666667,605.781092917019,128.258485666667,29.175,18.5093673327764,0.575,12.0073333333333,46.2796666666667,0.298333333333333,232.883396666667,570.167626501619,125.35825,31.46875,22.4751801570257,9.99565217391304,3.16,53.9633333333333,1.30333333333333,162.874763346314,605.781092917019,371.122613043478
